epoch,accuracy,loss,val_accuracy,val_loss
0,0.8406894207000732,0.5411741733551025,0.9185178279876709,0.25763893127441406
1,0.9064341187477112,0.2888473570346832,0.9233108758926392,0.24398241937160492
2,0.9174567461013794,0.25786498188972473,0.9370449185371399,0.18741697072982788
3,0.9189065098762512,0.25102460384368896,0.9347405433654785,0.19392243027687073
4,0.9228184819221497,0.2400510013103485,0.9368605613708496,0.1965734213590622
5,0.9253727793693542,0.2326151430606842,0.9331735372543335,0.2011062502861023
